Statistical profiling result from isolate-0xedfe647d540-v8.log, (113727 ticks, 6288 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      4    0.0%    0.0%  v8::internal::StoreBuffer::InsertDuringRuntime(v8::internal::StoreBuffer*, unsigned long)
      4    0.0%    0.0%  v8::internal::StackFrame::ComputeType(v8::internal::StackFrameIteratorBase const*, v8::internal::StackFrame::State*)
      4    0.0%    0.0%  v8::internal::SimpleStringBuilder::AddSubstring(char const*, int)
      4    0.0%    0.0%  v8::internal::SimpleStringBuilder::AddPadding(char, int)
      4    0.0%    0.0%  v8::internal::NewSpace::EnsureAllocation(int, v8::internal::AllocationAlignment)
      4    0.0%    0.0%  v8::internal::MemoryChunk::IncrementExternalBackingStoreBytes(v8::internal::ExternalBackingStoreType, unsigned long)
      4    0.0%    0.0%  v8::internal::Map::FindRootMap(v8::internal::Isolate*) const
      4    0.0%    0.0%  v8::internal::LookupIterator::State v8::internal::LookupIterator::LookupInRegularHolder<true>(v8::internal::Map*, v8::internal::JSReceiver*)
      4    0.0%    0.0%  v8::internal::LookupIterator::ApplyTransitionToDataProperty(v8::internal::Handle<v8::internal::JSReceiver>)
      4    0.0%    0.0%  v8::internal::JSObject::MigrateToMap(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Map>, int)
      4    0.0%    0.0%  v8::internal::JSArrayBuffer::SetupAllocatingData(v8::internal::Handle<v8::internal::JSArrayBuffer>, v8::internal::Isolate*, unsigned long, bool, v8::internal::SharedFlag)
      4    0.0%    0.0%  v8::internal::Isolate::UnregisterTryCatchHandler(v8::TryCatch*)
      4    0.0%    0.0%  v8::internal::InnerPointerToCodeCache::GetCacheEntry(unsigned long)
      4    0.0%    0.0%  v8::internal::IncrementalStringBuilder::Extend()
      4    0.0%    0.0%  v8::internal::IdentityMapBase::InsertKey(v8::internal::Object*)
      4    0.0%    0.0%  v8::internal::Heap::GarbageCollectionEpilogue()
      4    0.0%    0.0%  v8::internal::GlobalHandles::MakeWeak(v8::internal::Object**, void*, void (*)(v8::WeakCallbackInfo<void> const&), v8::WeakCallbackType)
      4    0.0%    0.0%  v8::internal::GCTracer::Start(v8::internal::GarbageCollector, v8::internal::GarbageCollectionReason, char const*)
      4    0.0%    0.0%  v8::internal::Factory::TryNewCode(v8::internal::CodeDesc const&, v8::internal::Code::Kind, v8::internal::Handle<v8::internal::Object>, int, v8::internal::MaybeHandle<v8::internal::ByteArray>, v8::internal::MaybeHandle<v8::internal::DeoptimizationData>, v8::internal::Movability, unsigned int, bool, int, int, int)
      4    0.0%    0.0%  v8::internal::Factory::NewJSArray(v8::internal::ElementsKind, int, int, v8::internal::ArrayStorageAllocationMode, v8::internal::PretenureFlag)
      4    0.0%    0.0%  v8::internal::Factory::NewCode(v8::internal::CodeDesc const&, v8::internal::Code::Kind, v8::internal::Handle<v8::internal::Object>, int, v8::internal::MaybeHandle<v8::internal::ByteArray>, v8::internal::MaybeHandle<v8::internal::DeoptimizationData>, v8::internal::Movability, unsigned int, bool, int, int, int)
      4    0.0%    0.0%  v8::internal::Code::InvalidateEmbeddedObjects(v8::internal::Heap*)
      4    0.0%    0.0%  v8::internal::Bignum::SubtractBignum(v8::internal::Bignum const&)
      4    0.0%    0.0%  v8::internal::Bignum::DivideModuloIntBignum(v8::internal::Bignum const&)
      4    0.0%    0.0%  v8::base::OS::TimeCurrentMillis()
      4    0.0%    0.0%  v8::Value::ToString(v8::Local<v8::Context>) const
      4    0.0%    0.0%  v8::TryCatch::SetVerbose(bool)
      4    0.0%    0.0%  v8::Isolate::SuppressMicrotaskExecutionScope::~SuppressMicrotaskExecutionScope()
      4    0.0%    0.0%  v8::Isolate::SuppressMicrotaskExecutionScope::SuppressMicrotaskExecutionScope(v8::Isolate*)
      4    0.0%    0.0%  v8::ArrayBufferView::ByteOffset()
      4    0.0%    0.0%  uv_write
      4    0.0%    0.0%  std::_Hashtable<unsigned long, std::pair<unsigned long const, v8::internal::compiler::ObjectData*>, v8::internal::ZoneAllocator<std::pair<unsigned long const, v8::internal::compiler::ObjectData*> >, std::__detail::_Select1st, std::equal_to<unsigned long>, v8::base::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::find(unsigned long const&) const
      4    0.0%    0.0%  node::binding::GetInternalBinding(v8::FunctionCallbackInfo<v8::Value> const&)
      4    0.0%    0.0%  node::TaskQueue<v8::Task>::Push(std::unique_ptr<v8::Task, std::default_delete<v8::Task> >)
      4    0.0%    0.0%  node::StreamBase::CallJSOnreadMethod(long, v8::Local<v8::ArrayBuffer>, unsigned long)
      4    0.0%    0.0%  node::AsyncWrap::EmitAfter(node::Environment*, double)
      4    0.0%    0.0%  __pthread_disable_asynccancel
      4    0.0%    0.0%  __GI___printf_fp_l
      3    0.0%    0.0%  void v8::internal::LookupIterator::Start<true>()
      3    0.0%    0.0%  void v8::internal::BodyDescriptorBase::IterateMaybeWeakPointers<v8::internal::MarkingVisitor<(v8::internal::FixedArrayVisitationMode)1, (v8::internal::TraceRetainingPathMode)1, v8::internal::IncrementalMarkingState> >(v8::internal::HeapObject*, int, int, v8::internal::MarkingVisitor<(v8::internal::FixedArrayVisitationMode)1, (v8::internal::TraceRetainingPathMode)1, v8::internal::IncrementalMarkingState>*)
      3    0.0%    0.0%  void std::deque<v8::internal::compiler::GraphReducer::NodeState, v8::internal::RecyclingZoneAllocator<v8::internal::compiler::GraphReducer::NodeState> >::emplace_back<v8::internal::compiler::GraphReducer::NodeState>(v8::internal::compiler::GraphReducer::NodeState&&)
      3    0.0%    0.0%  v8::internal::interpreter::BytecodeGenerator::VisitAssignment(v8::internal::Assignment*)
      3    0.0%    0.0%  v8::internal::interpreter::BytecodeDecoder::DecodeSignedOperand(unsigned long, v8::internal::interpreter::OperandType, v8::internal::interpreter::OperandScale)
      3    0.0%    0.0%  v8::internal::compiler::ZoneStats::ReturnZone(v8::internal::Zone*)
      3    0.0%    0.0%  v8::internal::compiler::Type::Union(v8::internal::compiler::Type, v8::internal::compiler::Type, v8::internal::Zone*)
      3    0.0%    0.0%  v8::internal::compiler::StateValuesCache::GetWorkingSpace(unsigned long)
      3    0.0%    0.0%  v8::internal::compiler::SimplifiedOperatorBuilder::CheckMaps(v8::base::Flags<v8::internal::compiler::CheckMapsFlag, int>, v8::internal::ZoneHandleSet<v8::internal::Map>, v8::internal::VectorSlotPair const&)
      3    0.0%    0.0%  v8::internal::compiler::NodeProperties::IsEffectEdge(v8::internal::compiler::Edge)
      3    0.0%    0.0%  v8::internal::compiler::JSTypedLowering::ReduceJSCall(v8::internal::compiler::Node*)
      3    0.0%    0.0%  v8::internal::compiler::JSNativeContextSpecialization::ReduceNamedAccess(v8::internal::compiler::Node*, v8::internal::compiler::Node*, std::vector<v8::internal::Handle<v8::internal::Map>, std::allocator<v8::internal::Handle<v8::internal::Map> > > const&, v8::internal::Handle<v8::internal::Name>, v8::internal::compiler::AccessMode, v8::internal::compiler::Node*)
      3    0.0%    0.0%  v8::internal::compiler::JSNativeContextSpecialization::ReduceKeyedAccess(v8::internal::compiler::Node*, v8::internal::compiler::Node*, v8::internal::compiler::Node*, v8::internal::FeedbackNexus const&, v8::internal::compiler::AccessMode, v8::internal::KeyedAccessLoadMode, v8::internal::KeyedAccessStoreMode)
      3    0.0%    0.0%  v8::internal::compiler::JSContextSpecialization::Reduce(v8::internal::compiler::Node*)
      3    0.0%    0.0%  v8::internal::compiler::JSCallReducer::Reduce(v8::internal::compiler::Node*)
      3    0.0%    0.0%  v8::internal::compiler::HeapObjectRef::type() const
      3    0.0%    0.0%  v8::internal::compiler::BytecodeGraphBuilder::SwitchToMergeEnvironment(int)
      3    0.0%    0.0%  v8::internal::compiler::BytecodeGraphBuilder::MergeValue(v8::internal::compiler::Node*, v8::internal::compiler::Node*, v8::internal::compiler::Node*)
      3    0.0%    0.0%  v8::internal::compiler::BytecodeGraphBuilder::Environment::Merge(v8::internal::compiler::BytecodeGraphBuilder::Environment*, v8::internal::compiler::BytecodeLivenessState const*)
      3    0.0%    0.0%  v8::internal::TransitionsAccessor::Insert(v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Map>, v8::internal::SimpleTransitionFlag)
      3    0.0%    0.0%  v8::internal::SourcePositionTableIterator::Advance()
      3    0.0%    0.0%  v8::internal::ScavengingTask::RunInParallel()
      3    0.0%    0.0%  v8::internal::Scanner::ScanIdentifierOrKeywordInner(v8::internal::Scanner::LiteralScope*)
      3    0.0%    0.0%  v8::internal::Runtime_KeyedGetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.0%    0.0%  v8::internal::Runtime_DeleteProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.0%    0.0%  v8::internal::Runtime_AllocateInNewSpace(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.0%    0.0%  v8::internal::Runtime::SetObjectProperty(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::LanguageMode)
      3    0.0%    0.0%  v8::internal::RememberedSetUpdatingItem<v8::internal::MajorNonAtomicMarkingState>::Process()
      3    0.0%    0.0%  v8::internal::ParserBase<v8::internal::Parser>::ParseExpressionCoverGrammar(bool, bool*)
      3    0.0%    0.0%  v8::internal::PagedSpace::FreeLinearAllocationArea()
      3    0.0%    0.0%  v8::internal::ObjectVisitor::VisitRelocInfo(v8::internal::RelocIterator*)
      3    0.0%    0.0%  v8::internal::Object::ConvertToString(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>)
      3    0.0%    0.0%  v8::internal::Object::AddDataProperty(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::ShouldThrow, v8::internal::Object::StoreFromKeyed)
      3    0.0%    0.0%  v8::internal::NewSpace::AddFreshPage()
      3    0.0%    0.0%  v8::internal::LoadIC::Load(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Name>)
      3    0.0%    0.0%  v8::internal::LayoutDescriptorHelper::IsTagged(int, int, int*)
      3    0.0%    0.0%  v8::internal::JsonStringifier::JsonStringifier(v8::internal::Isolate*)
      3    0.0%    0.0%  v8::internal::JsonParser<false>::ScanJsonString()
      3    0.0%    0.0%  v8::internal::JsonParser<false>::ParseJsonArray()
      3    0.0%    0.0%  v8::internal::JSObject::ValidateElements(v8::internal::JSObject*)
      3    0.0%    0.0%  v8::internal::IdentityMapBase::GetEntry(v8::internal::Object*)
      3    0.0%    0.0%  v8::internal::HashTable<v8::internal::NameDictionary, v8::internal::NameDictionaryShape>::Rehash(v8::internal::Isolate*, v8::internal::NameDictionary*)
      3    0.0%    0.0%  v8::internal::HashTable<v8::internal::NameDictionary, v8::internal::NameDictionaryShape>::FindInsertionEntry(unsigned int)
      3    0.0%    0.0%  v8::internal::Factory::NewJSArrayStorage(v8::internal::Handle<v8::internal::JSArray>, int, int, v8::internal::ArrayStorageAllocationMode)
      3    0.0%    0.0%  v8::internal::Factory::InitializeJSObjectBody(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Map>, int)
      3    0.0%    0.0%  v8::internal::Deserializer<v8::internal::DefaultDeserializerAllocator>::ReadData(v8::internal::MaybeObject**, v8::internal::MaybeObject**, int, unsigned long)
      3    0.0%    0.0%  v8::internal::Builtin_ArrayShift(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.0%    0.0%  v8::internal::AccountingAllocator::AddSegmentToPool(v8::internal::Segment*)
      3    0.0%    0.0%  v8::TryCatch::~TryCatch()
      3    0.0%    0.0%  v8::Platform::SystemClockTimeMillis()
      3    0.0%    0.0%  v8::Isolate::RunMicrotasks()
      3    0.0%    0.0%  uv_mutex_unlock
      3    0.0%    0.0%  uv_backend_timeout
      3    0.0%    0.0%  uv__count_bufs
      3    0.0%    0.0%  std::ostream::sentry::sentry(std::ostream&)
      3    0.0%    0.0%  non-virtual thunk to node::LibuvStreamWrap::DoTryWrite(uv_buf_t**, unsigned long*)
      3    0.0%    0.0%  node::Buffer::HasInstance(v8::Local<v8::Value>)
      3    0.0%    0.0%  int v8::internal::BinarySearch<(v8::internal::SearchMode)0, v8::internal::TransitionArray>(v8::internal::TransitionArray*, v8::internal::Name*, int, int*)
      3    0.0%    0.0%  halfsiphash(unsigned int, unsigned long)
      3    0.0%    0.0%  __vfprintf_internal
      3    0.0%    0.0%  __pthread_enable_asynccancel
      3    0.0%    0.0%  __memset_avx2_unaligned_erms
      2    0.0%    0.0%  void v8::internal::BodyDescriptorApply<v8::internal::CallIterateBody, void, v8::internal::Map*, v8::internal::HeapObject*, int, v8::internal::RecordMigratedSlotVisitor*>(v8::internal::InstanceType, v8::internal::Map*, v8::internal::HeapObject*, int, v8::internal::RecordMigratedSlotVisitor*)
      2    0.0%    0.0%  void std::vector<v8::internal::Handle<v8::internal::Map>, std::allocator<v8::internal::Handle<v8::internal::Map> > >::_M_realloc_insert<v8::internal::Handle<v8::internal::Map> const&>(__gnu_cxx::__normal_iterator<v8::internal::Handle<v8::internal::Map>*, std::vector<v8::internal::Handle<v8::internal::Map>, std::allocator<v8::internal::Handle<v8::internal::Map> > > >, v8::internal::Handle<v8::internal::Map> const&)
      2    0.0%    0.0%  void std::vector<v8::internal::Handle<v8::internal::Map>, std::allocator<v8::internal::Handle<v8::internal::Map> > >::_M_realloc_insert<v8::internal::Handle<v8::internal::Map> >(__gnu_cxx::__normal_iterator<v8::internal::Handle<v8::internal::Map>*, std::vector<v8::internal::Handle<v8::internal::Map>, std::allocator<v8::internal::Handle<v8::internal::Map> > > >, v8::internal::Handle<v8::internal::Map>&&)
      2    0.0%    0.0%  v8::internal::interpreter::Bytecodes::GetOperandOffset(v8::internal::interpreter::Bytecode, int, v8::internal::interpreter::OperandScale)
      2    0.0%    0.0%  v8::internal::interpreter::BytecodeRegisterOptimizer::AddToEquivalenceSet(v8::internal::interpreter::BytecodeRegisterOptimizer::RegisterInfo*, v8::internal::interpreter::BytecodeRegisterOptimizer::RegisterInfo*)
      2    0.0%    0.0%  v8::internal::interpreter::BytecodeDecoder::DecodeRegisterOperand(unsigned long, v8::internal::interpreter::OperandType, v8::internal::interpreter::OperandScale)
      2    0.0%    0.0%  v8::internal::interpreter::BytecodeArrayWriter::EmitBytecode(v8::internal::interpreter::BytecodeNode const*)
      2    0.0%    0.0%  v8::internal::interpreter::BytecodeArrayAccessor::GetUnsignedOperand(int, v8::internal::interpreter::OperandType) const
      2    0.0%    0.0%  v8::internal::interpreter::BytecodeArrayAccessor::GetIndexOperand(int) const
      2    0.0%    0.0%  v8::internal::compiler::Typer::Visitor::TypeNode(v8::internal::compiler::Node*)
      2    0.0%    0.0%  v8::internal::compiler::Typer::Visitor::TypeInductionVariablePhi(v8::internal::compiler::Node*)
      2    0.0%    0.0%  v8::internal::compiler::Typer::Visitor::ReferenceEqualTyper(v8::internal::compiler::Type, v8::internal::compiler::Type, v8::internal::compiler::Typer*)
      2    0.0%    0.0%  v8::internal::compiler::Type::NewConstant(double, v8::internal::Zone*)
      2    0.0%    0.0%  v8::internal::compiler::PropertyAccessBuilder::TryBuildStringCheck(std::vector<v8::internal::Handle<v8::internal::Map>, std::allocator<v8::internal::Handle<v8::internal::Map> > > const&, v8::internal::compiler::Node**, v8::internal::compiler::Node**, v8::internal::compiler::Node*)
      2    0.0%    0.0%  v8::internal::compiler::PropertyAccessBuilder::BuildCheckMaps(v8::internal::compiler::Node*, v8::internal::compiler::Node**, v8::internal::compiler::Node*, std::vector<v8::internal::Handle<v8::internal::Map>, std::allocator<v8::internal::Handle<v8::internal::Map> > > const&)
      2    0.0%    0.0%  v8::internal::compiler::PipelineImpl::CreateGraph()
      2    0.0%    0.0%  v8::internal::compiler::PipelineCompilationJob::RegisterWeakObjectsInOptimizedCode(v8::internal::Handle<v8::internal::Code>, v8::internal::Isolate*)
      2    0.0%    0.0%  v8::internal::compiler::NodeProperties::IsExceptionalCall(v8::internal::compiler::Node*, v8::internal::compiler::Node**)
      2    0.0%    0.0%  v8::internal::compiler::Node::AppendInput(v8::internal::Zone*, v8::internal::compiler::Node*)
      2    0.0%    0.0%  v8::internal::compiler::JSTypeHintLowering::ReduceUnaryOperation(v8::internal::compiler::Operator const*, v8::internal::compiler::Node*, v8::internal::compiler::Node*, v8::internal::compiler::Node*, v8::internal::FeedbackSlot) const
      2    0.0%    0.0%  v8::internal::compiler::JSNativeContextSpecialization::ReduceNamedAccessFromNexus(v8::internal::compiler::Node*, v8::internal::compiler::Node*, v8::internal::FeedbackNexus const&, v8::internal::Handle<v8::internal::Name>, v8::internal::compiler::AccessMode)
      2    0.0%    0.0%  v8::internal::compiler::JSNativeContextSpecialization::ReduceJSLoadProperty(v8::internal::compiler::Node*)
      2    0.0%    0.0%  v8::internal::compiler::JSInliner::ReduceJSCall(v8::internal::compiler::Node*)
      2    0.0%    0.0%  v8::internal::compiler::JSGraph::Constant(v8::internal::Handle<v8::internal::Object>)
      2    0.0%    0.0%  v8::internal::compiler::JSCreateLowering::AllocateFastLiteral(v8::internal::compiler::Node*, v8::internal::compiler::Node*, v8::internal::compiler::JSObjectRef, v8::internal::PretenureFlag)
      2    0.0%    0.0%  v8::internal::compiler::DeadCodeElimination::ReducePhi(v8::internal::compiler::Node*)
      2    0.0%    0.0%  v8::internal::compiler::CommonOperatorBuilder::StateValues(int, v8::internal::compiler::SparseInputMask)
      2    0.0%    0.0%  v8::internal::compiler::BytecodeGraphBuilder::TryBuildSimplifiedLoadNamed(v8::internal::compiler::Operator const*, v8::internal::compiler::Node*, v8::internal::FeedbackSlot)
      2    0.0%    0.0%  v8::internal::compiler::BytecodeGraphBuilder::BytecodeGraphBuilder(v8::internal::Zone*, v8::internal::Handle<v8::internal::SharedFunctionInfo>, v8::internal::Handle<v8::internal::FeedbackVector>, v8::internal::BailoutId, v8::internal::compiler::JSGraph*, v8::internal::compiler::CallFrequency&, v8::internal::compiler::SourcePositionTable*, v8::internal::Handle<v8::internal::Context>, int, v8::base::Flags<v8::internal::compiler::JSTypeHintLowering::Flag, int>, bool, bool)
      2    0.0%    0.0%  v8::internal::compiler::BytecodeGraphBuilder::BuildLoopHeaderEnvironment(int)
      2    0.0%    0.0%  v8::internal::compiler::BytecodeGraphBuilder::ApplyEarlyReduction(v8::internal::compiler::JSTypeHintLowering::LoweringResult)
      2    0.0%    0.0%  v8::internal::compiler::BytecodeAnalysis::GetLoopOffsetFor(int) const
      2    0.0%    0.0%  v8::internal::compiler::AccessInfoFactory::ComputeElementAccessInfos(std::vector<v8::internal::Handle<v8::internal::Map>, std::allocator<v8::internal::Handle<v8::internal::Map> > > const&, v8::internal::compiler::AccessMode, v8::internal::ZoneVector<v8::internal::compiler::ElementAccessInfo>*)
      2    0.0%    0.0%  v8::internal::compiler::AccessInfoFactory::AccessInfoFactory(v8::internal::compiler::JSHeapBroker*, v8::internal::compiler::CompilationDependencies*, v8::internal::Handle<v8::internal::Context>, v8::internal::Zone*)
      2    0.0%    0.0%  v8::internal::Zone::NewExpand(unsigned long)
      2    0.0%    0.0%  v8::internal::VariableMap::Declare(v8::internal::Zone*, v8::internal::Scope*, v8::internal::AstRawString const*, v8::internal::VariableMode, v8::internal::VariableKind, v8::internal::InitializationFlag, v8::internal::MaybeAssignedFlag, bool*)
      2    0.0%    0.0%  v8::internal::StandardFrame::IterateCompiledFrame(v8::internal::RootVisitor*) const
      2    0.0%    0.0%  v8::internal::StackFrameIterator::Advance()
      2    0.0%    0.0%  v8::internal::SimpleStringBuilder::AddDecimalInteger(int)
      2    0.0%    0.0%  v8::internal::Scope::LookupRecursive(v8::internal::ParseInfo*, v8::internal::VariableProxy*, v8::internal::Scope*)
      2    0.0%    0.0%  v8::internal::Runtime_PushBlockContext(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  v8::internal::Runtime_NewClosure_Tenured(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  v8::internal::Runtime_LoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  v8::internal::RuntimeProfiler::MarkCandidatesForOptimization()
      2    0.0%    0.0%  v8::internal::Runtime::GetObjectProperty(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, bool*)
      2    0.0%    0.0%  v8::internal::RegExpImpl::GlobalCache::GlobalCache(v8::internal::Handle<v8::internal::JSRegExp>, v8::internal::Handle<v8::internal::String>, v8::internal::Isolate*)
      2    0.0%    0.0%  v8::internal::ParserBase<v8::internal::Parser>::ParseStatement(v8::internal::ZoneList<v8::internal::AstRawString const*>*, v8::internal::ZoneList<v8::internal::AstRawString const*>*, v8::internal::AllowLabelledFunctionStatement, bool*)
      2    0.0%    0.0%  v8::internal::ParserBase<v8::internal::Parser>::ParseBinaryExpression(int, bool, bool*)
      2    0.0%    0.0%  v8::internal::PagedSpace::SizeOfObjects()
      2    0.0%    0.0%  v8::internal::PagedSpace::RemovePage(v8::internal::Page*)
      2    0.0%    0.0%  v8::internal::OptimizedCompilationInfo::context() const
      2    0.0%    0.0%  v8::internal::NewSpace::UpdateInlineAllocationLimit(unsigned long)
      2    0.0%    0.0%  v8::internal::MemoryChunk::DecrementExternalBackingStoreBytes(v8::internal::ExternalBackingStoreType, unsigned long)
      2    0.0%    0.0%  v8::internal::MarkingVisitor<(v8::internal::FixedArrayVisitationMode)1, (v8::internal::TraceRetainingPathMode)1, v8::internal::IncrementalMarkingState>::VisitEmbeddedPointer(v8::internal::Code*, v8::internal::RelocInfo*)
      2    0.0%    0.0%  v8::internal::MarkCompactCollector::ClearWeakReferences()
      2    0.0%    0.0%  v8::internal::LookupIterator::GetDataValue() const
      2    0.0%    0.0%  v8::internal::LookupIterator::Delete()
      2    0.0%    0.0%  v8::internal::LocalAllocationBuffer::Close()
      2    0.0%    0.0%  v8::internal::LayoutDescriptor::IsTagged(int, int, int*)
      2    0.0%    0.0%  v8::internal::JsonParser<true>::ScanJsonString()
      2    0.0%    0.0%  v8::internal::JsonParser<false>::ParseJsonObject()
      2    0.0%    0.0%  v8::internal::JsonParser<false>::JsonParser(v8::internal::Isolate*, v8::internal::Handle<v8::internal::String>)
      2    0.0%    0.0%  v8::internal::JSObject::initialize_elements()
      2    0.0%    0.0%  v8::internal::Isolate::RegisterTryCatchHandler(v8::TryCatch*)
      2    0.0%    0.0%  v8::internal::InternalizedStringKey::AsHandle(v8::internal::Isolate*)
      2    0.0%    0.0%  v8::internal::IdentityMapBase::Resize(int)
      2    0.0%    0.0%  v8::internal::IdentityMapBase::Hash(v8::internal::Object*) const
      2    0.0%    0.0%  v8::internal::IC::UpdatePolymorphicIC(v8::internal::Handle<v8::internal::Name>, v8::internal::MaybeObjectHandle const&)
      2    0.0%    0.0%  v8::internal::Heap::MergeAllocationSitePretenuringFeedback(std::unordered_map<v8::internal::AllocationSite*, unsigned long, std::hash<v8::internal::AllocationSite*>, std::equal_to<v8::internal::AllocationSite*>, std::allocator<std::pair<v8::internal::AllocationSite* const, unsigned long> > > const&)
      2    0.0%    0.0%  v8::internal::Heap::GetFillToAlign(unsigned long, v8::internal::AllocationAlignment)
      2    0.0%    0.0%  v8::internal::Heap::FlushNumberStringCache()
      2    0.0%    0.0%  v8::internal::HandlerTable::HandlerTable(v8::internal::BytecodeArray*)
      2    0.0%    0.0%  v8::internal::HandleScope::DeleteExtensions(v8::internal::Isolate*)
      2    0.0%    0.0%  v8::internal::FlatStringReader::PostGarbageCollection()
      2    0.0%    0.0%  v8::internal::FixedArray::set(int, v8::internal::Object*)
      2    0.0%    0.0%  v8::internal::FeedbackNexus::GetKeyedAccessLoadMode() const
      2    0.0%    0.0%  v8::internal::FeedbackNexus::FindHandlers(std::vector<v8::internal::MaybeObjectHandle, std::allocator<v8::internal::MaybeObjectHandle> >*, int) const
      2    0.0%    0.0%  v8::internal::Factory::NewFunctionFromSharedFunctionInfo(v8::internal::Handle<v8::internal::SharedFunctionInfo>, v8::internal::Handle<v8::internal::Context>, v8::internal::Handle<v8::internal::FeedbackCell>, v8::internal::PretenureFlag)
      2    0.0%    0.0%  v8::internal::Factory::NewFunctionFromSharedFunctionInfo(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::SharedFunctionInfo>, v8::internal::Handle<v8::internal::Context>, v8::internal::Handle<v8::internal::FeedbackCell>, v8::internal::PretenureFlag)
      2    0.0%    0.0%  v8::internal::Dictionary<v8::internal::NumberDictionary, v8::internal::NumberDictionaryShape>::Add(v8::internal::Isolate*, v8::internal::Handle<v8::internal::NumberDictionary>, unsigned int, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyDetails, int*)
      2    0.0%    0.0%  v8::internal::DeferredHandles::~DeferredHandles()
      2    0.0%    0.0%  v8::internal::DeclarationScope::DeclareArguments(v8::internal::AstValueFactory*)
      2    0.0%    0.0%  v8::internal::ContextSlotCache::Lookup(v8::internal::Object*, v8::internal::String*, v8::internal::VariableMode*, v8::internal::InitializationFlag*, v8::internal::MaybeAssignedFlag*)
      2    0.0%    0.0%  v8::internal::Builtin_JsonParse(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  v8::internal::BoyerMooreLookahead::BoyerMooreLookahead(int, v8::internal::RegExpCompiler*, v8::internal::Zone*)
      2    0.0%    0.0%  v8::internal::BignumDtoa(double, v8::internal::BignumDtoaMode, int, v8::internal::Vector<char>, int*, int*)
      2    0.0%    0.0%  v8::internal::Bignum::PlusCompare(v8::internal::Bignum const&, v8::internal::Bignum const&, v8::internal::Bignum const&)
      2    0.0%    0.0%  v8::internal::Bignum::BigitsShiftLeft(int)
      2    0.0%    0.0%  v8::internal::Bignum::AssignPowerUInt16(unsigned short, int)
      2    0.0%    0.0%  v8::internal::Assembler::bind_to(v8::internal::Label*, int)
      2    0.0%    0.0%  v8::internal::AccountingAllocator::GetSegment(unsigned long)
      2    0.0%    0.0%  v8::internal::AccountingAllocator::FreeSegment(v8::internal::Segment*)
      2    0.0%    0.0%  v8::base::hash_value(unsigned long)
      2    0.0%    0.0%  v8::base::Time::Now()
      2    0.0%    0.0%  v8::base::Thread::GetThreadLocal(int)
      2    0.0%    0.0%  v8::base::TemplateHashMapImpl<void*, void*, v8::base::HashEqualityThenKeyMatcher<void*, bool (*)(void*, void*)>, v8::internal::ZoneAllocationPolicy>::Initialize(unsigned int, v8::internal::ZoneAllocationPolicy)
      2    0.0%    0.0%  v8::base::TemplateHashMapImpl<void*, void*, v8::base::HashEqualityThenKeyMatcher<void*, bool (*)(void*, void*)>, v8::base::DefaultAllocationPolicy>::Probe(void* const&, unsigned int) const
      2    0.0%    0.0%  v8::base::TemplateHashMapImpl<int, v8::internal::compiler::BytecodeLiveness, v8::base::KeyEqualityMatcher<int>, v8::internal::ZoneAllocationPolicy>::Initialize(unsigned int, v8::internal::ZoneAllocationPolicy)
      2    0.0%    0.0%  v8::base::TemplateHashMapImpl<int, v8::internal::compiler::BytecodeLiveness, v8::base::KeyEqualityMatcher<int>, v8::internal::ZoneAllocationPolicy>::FillEmptyEntry(v8::base::TemplateHashMapEntry<int, v8::internal::compiler::BytecodeLiveness>*, int const&, v8::internal::compiler::BytecodeLiveness const&, unsigned int, v8::internal::ZoneAllocationPolicy)
      2    0.0%    0.0%  v8::base::OS::CommitPageSize()
      2    0.0%    0.0%  v8::Value::IsUint8Array() const
      2    0.0%    0.0%  v8::TryCatch::HasCaught() const
      2    0.0%    0.0%  uv_hrtime
      2    0.0%    0.0%  std::ostream::sentry::~sentry()
