Statistical profiling result from isolate-0xedfe647d540-v8.log, (113727 ticks, 6288 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
   3267   98.8%    v8::internal::Runtime_ForInEnumerate(int, v8::internal::Object**, v8::internal::Isolate*)
    949   29.0%      LazyCompile: *Bullet.self.tick /home/john/Projects/Torn.Space/app.js:1676:22
    948   99.9%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
    839   25.7%      LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
    303   36.1%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     44   14.5%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     69    8.2%        LazyCompile: *listOnTimeout internal/timers.js:484:25
     62   89.9%          LazyCompile: *processTimers internal/timers.js:464:25
      7   10.1%          LazyCompile: ~processTimers internal/timers.js:464:25
     21    2.5%        LazyCompile: ~listOnTimeout internal/timers.js:484:25
     21  100.0%          LazyCompile: *processTimers internal/timers.js:464:25
    742   22.7%      LazyCompile: *Bullet.self.move /home/john/Projects/Torn.Space/app.js:1695:22
    602   81.1%        LazyCompile: *Bullet.self.tick /home/john/Projects/Torn.Space/app.js:1676:22
    526   87.4%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
    375   71.3%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
    151   28.7%            LazyCompile: *listOnTimeout internal/timers.js:484:25
     54    9.0%          LazyCompile: *Bullet.self.move /home/john/Projects/Torn.Space/app.js:1695:22
     54  100.0%            LazyCompile: *listOnTimeout internal/timers.js:484:25
     13    2.2%          LazyCompile: ~update /home/john/Projects/Torn.Space/app.js:3412:16
     11   84.6%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      2   15.4%            LazyCompile: *listOnTimeout internal/timers.js:484:25
      9    1.5%          LazyCompile: *Player.self.move /home/john/Projects/Torn.Space/app.js:525:22
      9  100.0%            LazyCompile: *listOnTimeout internal/timers.js:484:25
     94   12.7%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     94  100.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     21    2.8%        LazyCompile: ~Bullet.self.tick /home/john/Projects/Torn.Space/app.js:1676:22
     14   66.7%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     11   78.6%            LazyCompile: *listOnTimeout internal/timers.js:484:25
      3   21.4%            LazyCompile: ~listOnTimeout internal/timers.js:484:25
      7   33.3%          LazyCompile: ~update /home/john/Projects/Torn.Space/app.js:3412:16
      5   71.4%            LazyCompile: *listOnTimeout internal/timers.js:484:25
      2   28.6%            LazyCompile: ~listOnTimeout internal/timers.js:484:25
     13    1.8%        LazyCompile: *listOnTimeout internal/timers.js:484:25
     13  100.0%          LazyCompile: *processTimers internal/timers.js:464:25
     12    1.6%        LazyCompile: ~update /home/john/Projects/Torn.Space/app.js:3412:16
     12  100.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
    396   12.1%      LazyCompile: *Player.self.botPlay /home/john/Projects/Torn.Space/app.js:727:25
    210   53.0%        LazyCompile: *Player.self.tick /home/john/Projects/Torn.Space/app.js:308:22
    208   99.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
    103   26.0%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     59   57.3%          LazyCompile: *Player.self.tick /home/john/Projects/Torn.Space/app.js:308:22
     58   98.3%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      1    1.7%            LazyCompile: ~update /home/john/Projects/Torn.Space/app.js:3412:16
     38   36.9%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     38  100.0%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      5    4.9%          LazyCompile: ~Player.self.tick /home/john/Projects/Torn.Space/app.js:308:22
      5  100.0%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     69   17.4%        LazyCompile: *Player.self.move /home/john/Projects/Torn.Space/app.js:525:22
     60   87.0%          LazyCompile: *Player.self.tick /home/john/Projects/Torn.Space/app.js:308:22
     49   81.7%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     10   16.7%            LazyCompile: *Bullet.self.move /home/john/Projects/Torn.Space/app.js:1695:22
      1    1.7%            LazyCompile: ~update /home/john/Projects/Torn.Space/app.js:3412:16
      9   13.0%          LazyCompile: ~Player.self.tick /home/john/Projects/Torn.Space/app.js:308:22
      4   44.4%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      3   33.3%            LazyCompile: ~update /home/john/Projects/Torn.Space/app.js:3412:16
      2   22.2%            LazyCompile: *Player.self.move /home/john/Projects/Torn.Space/app.js:525:22
     13    3.3%        LazyCompile: ~Player.self.tick /home/john/Projects/Torn.Space/app.js:308:22
     13  100.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
    137    4.2%      LazyCompile: *Base.self.move /home/john/Projects/Torn.Space/app.js:2076:22
    130   94.9%        LazyCompile: *Base.self.tick /home/john/Projects/Torn.Space/app.js:2051:22
    128   98.5%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     33   25.8%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      4    3.1%            LazyCompile: *listOnTimeout internal/timers.js:484:25
      2    1.6%            LazyCompile: ~listOnTimeout internal/timers.js:484:25
      2    1.5%          LazyCompile: ~update /home/john/Projects/Torn.Space/app.js:3412:16
      1   50.0%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      4    2.9%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      4  100.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      3    2.2%        LazyCompile: ~Base.self.tick /home/john/Projects/Torn.Space/app.js:2051:22
      3  100.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      2   66.7%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      1   33.3%            LazyCompile: ~listOnTimeout internal/timers.js:484:25
     82    2.5%      LazyCompile: *Player.self.shootBeam /home/john/Projects/Torn.Space/app.js:1081:27
     69   84.1%        LazyCompile: *Player.self.tick /home/john/Projects/Torn.Space/app.js:308:22
     69  100.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     16   23.2%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      2    2.9%            LazyCompile: *listOnTimeout internal/timers.js:484:25
      9   11.0%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      9  100.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      3    3.7%        LazyCompile: ~Player.self.tick /home/john/Projects/Torn.Space/app.js:308:22
      3  100.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      2   66.7%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      1   33.3%            LazyCompile: ~listOnTimeout internal/timers.js:484:25
      1    1.2%        LazyCompile: ~update /home/john/Projects/Torn.Space/app.js:3412:16
      1  100.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     40    1.2%    v8::internal::Runtime_ObjectKeys(int, v8::internal::Object**, v8::internal::Isolate*)
     35   87.5%      LazyCompile: *Player.self.move /home/john/Projects/Torn.Space/app.js:525:22
     25   71.4%        LazyCompile: *createAsteroid /home/john/Projects/Torn.Space/app.js:3365:24
     24   96.0%          LazyCompile: *Asteroid.self.tick /home/john/Projects/Torn.Space/app.js:1912:22
     24  100.0%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      1    4.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      1  100.0%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     10   28.6%        LazyCompile: ~createAsteroid /home/john/Projects/Torn.Space/app.js:3365:24
     10  100.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     10  100.0%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      5   12.5%      Builtin: ObjectKeys
      5  100.0%        LazyCompile: ~createAsteroid /home/john/Projects/Torn.Space/app.js:3365:24
      3   60.0%          LazyCompile: ~Asteroid.self.die /home/john/Projects/Torn.Space/app.js:1947:21
      2   66.7%            LazyCompile: *Asteroid.self.tick /home/john/Projects/Torn.Space/app.js:1912:22
      1   33.3%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      2   40.0%          LazyCompile: ~init /home/john/Projects/Torn.Space/app.js:3213:14
      2  100.0%            Eval: ~<anonymous> /home/john/Projects/Torn.Space/app.js:1:1

   2957    2.6%  v8::internal::BaseNameDictionary<v8::internal::NameDictionary, v8::internal::NameDictionaryShape>::CopyEnumKeysTo(v8::internal::Isolate*, v8::internal::Handle<v8::internal::NameDictionary>, v8::internal::Handle<v8::internal::FixedArray>, v8::internal::KeyCollectionMode, v8::internal::KeyAccumulator*)
   2936   99.3%    v8::internal::Runtime_ForInEnumerate(int, v8::internal::Object**, v8::internal::Isolate*)
    845   28.8%      LazyCompile: *Bullet.self.tick /home/john/Projects/Torn.Space/app.js:1676:22
    845  100.0%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
    804   27.4%      LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
    336   41.8%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     73   21.7%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     61    7.6%        LazyCompile: *listOnTimeout internal/timers.js:484:25
     54   88.5%          LazyCompile: *processTimers internal/timers.js:464:25
      7   11.5%          LazyCompile: ~processTimers internal/timers.js:464:25
     18    2.2%        LazyCompile: ~listOnTimeout internal/timers.js:484:25
     18  100.0%          LazyCompile: *processTimers internal/timers.js:464:25
    604   20.6%      LazyCompile: *Bullet.self.move /home/john/Projects/Torn.Space/app.js:1695:22
    494   81.8%        LazyCompile: *Bullet.self.tick /home/john/Projects/Torn.Space/app.js:1676:22
    442   89.5%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
    302   68.3%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
    140   31.7%            LazyCompile: *listOnTimeout internal/timers.js:484:25
     26    5.3%          LazyCompile: *Bullet.self.move /home/john/Projects/Torn.Space/app.js:1695:22
     26  100.0%            LazyCompile: *listOnTimeout internal/timers.js:484:25
     23    4.7%          LazyCompile: ~update /home/john/Projects/Torn.Space/app.js:3412:16
     19   82.6%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      4   17.4%            LazyCompile: *listOnTimeout internal/timers.js:484:25
     66   10.9%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     66  100.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     21    3.5%        LazyCompile: ~Bullet.self.tick /home/john/Projects/Torn.Space/app.js:1676:22
     16   76.2%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     16  100.0%            LazyCompile: *listOnTimeout internal/timers.js:484:25
      5   23.8%          LazyCompile: ~update /home/john/Projects/Torn.Space/app.js:3412:16
      4   80.0%            LazyCompile: *listOnTimeout internal/timers.js:484:25
      1   20.0%            LazyCompile: ~listOnTimeout internal/timers.js:484:25
     17    2.8%        LazyCompile: *listOnTimeout internal/timers.js:484:25
     17  100.0%          LazyCompile: *processTimers internal/timers.js:464:25
    373   12.7%      LazyCompile: *Player.self.botPlay /home/john/Projects/Torn.Space/app.js:727:25
    199   53.4%        LazyCompile: *Player.self.tick /home/john/Projects/Torn.Space/app.js:308:22
    198   99.5%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     98   26.3%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     47   48.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     47  100.0%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     43   43.9%          LazyCompile: *Player.self.tick /home/john/Projects/Torn.Space/app.js:308:22
     41   95.3%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      2    4.7%            LazyCompile: ~update /home/john/Projects/Torn.Space/app.js:3412:16
      7    7.1%          LazyCompile: ~Player.self.tick /home/john/Projects/Torn.Space/app.js:308:22
      7  100.0%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      1    1.0%          LazyCompile: ~update /home/john/Projects/Torn.Space/app.js:3412:16
      1  100.0%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     71   19.0%        LazyCompile: *Player.self.move /home/john/Projects/Torn.Space/app.js:525:22
     68   95.8%          LazyCompile: *Player.self.tick /home/john/Projects/Torn.Space/app.js:308:22
     55   80.9%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     11   16.2%            LazyCompile: *Bullet.self.move /home/john/Projects/Torn.Space/app.js:1695:22
      1    1.5%            LazyCompile: *Player.self.testSectorChange /home/john/Projects/Torn.Space/app.js:609:34
      1    1.5%            LazyCompile: *Player.self.move /home/john/Projects/Torn.Space/app.js:525:22
      3    4.2%          LazyCompile: ~Player.self.tick /home/john/Projects/Torn.Space/app.js:308:22
      2   66.7%            LazyCompile: ~update /home/john/Projects/Torn.Space/app.js:3412:16
      1   33.3%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      4    1.1%        LazyCompile: ~Player.self.tick /home/john/Projects/Torn.Space/app.js:308:22
      4  100.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
    115    3.9%      LazyCompile: *Base.self.move /home/john/Projects/Torn.Space/app.js:2076:22
    103   89.6%        LazyCompile: *Base.self.tick /home/john/Projects/Torn.Space/app.js:2051:22
    101   98.1%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     31   30.7%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      3    3.0%            LazyCompile: ~listOnTimeout internal/timers.js:484:25
      2    2.0%            LazyCompile: *listOnTimeout internal/timers.js:484:25
      2    1.9%          LazyCompile: ~update /home/john/Projects/Torn.Space/app.js:3412:16
      1   50.0%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      1   50.0%            LazyCompile: *listOnTimeout internal/timers.js:484:25
      9    7.8%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      9  100.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      3    2.6%        LazyCompile: ~Base.self.tick /home/john/Projects/Torn.Space/app.js:2051:22
      2   66.7%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      2  100.0%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      1   33.3%          LazyCompile: ~update /home/john/Projects/Torn.Space/app.js:3412:16
      1  100.0%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     57    1.9%      LazyCompile: *Player.self.shootBeam /home/john/Projects/Torn.Space/app.js:1081:27
     45   78.9%        LazyCompile: *Player.self.tick /home/john/Projects/Torn.Space/app.js:308:22
     45  100.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      6   13.3%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      2    4.4%            LazyCompile: *listOnTimeout internal/timers.js:484:25
     10   17.5%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     10  100.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      2    3.5%        LazyCompile: ~Player.self.tick /home/john/Projects/Torn.Space/app.js:308:22
      2  100.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      2  100.0%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     43    1.5%      LazyCompile: *Vortex.self.move /home/john/Projects/Torn.Space/app.js:2219:22
     39   90.7%        LazyCompile: *Vortex.self.tick /home/john/Projects/Torn.Space/app.js:2211:22
     39  100.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     16   41.0%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      1    2.6%            LazyCompile: *listOnTimeout internal/timers.js:484:25
      4    9.3%        LazyCompile: ~Vortex.self.tick /home/john/Projects/Torn.Space/app.js:2211:22
      2   50.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      2  100.0%            LazyCompile: *listOnTimeout internal/timers.js:484:25
      1   25.0%          LazyCompile: ~update /home/john/Projects/Torn.Space/app.js:3412:16
      1  100.0%            LazyCompile: ~listOnTimeout internal/timers.js:484:25
      1   25.0%          LazyCompile: *Bullet.self.move /home/john/Projects/Torn.Space/app.js:1695:22
      1  100.0%            LazyCompile: *listOnTimeout internal/timers.js:484:25
     35    1.2%      LazyCompile: ~update /home/john/Projects/Torn.Space/app.js:3412:16
     15   42.9%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     10   28.6%        LazyCompile: ~listOnTimeout internal/timers.js:484:25
      9   90.0%          LazyCompile: *processTimers internal/timers.js:464:25
      1   10.0%          LazyCompile: ~processTimers internal/timers.js:464:25
      6   17.1%        LazyCompile: *listOnTimeout internal/timers.js:484:25
      6  100.0%          LazyCompile: *processTimers internal/timers.js:464:25

   2550    2.2%  __libc_write
   1660   65.1%    LazyCompile: *Socket._write net.js:735:35
    767   46.2%      LazyCompile: *perMessageDeflate.compress /home/john/Projects/Torn.Space/node_modules/ws/lib/sender.js:349:51
    417   54.4%        LazyCompile: *_compress /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:322:33
    352   84.4%          LazyCompile: *_deflate.flush /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:435:44
    352  100.0%            LazyCompile: *onwrite _stream_writable.js:450:17
     65   15.6%          LazyCompile: *onwrite _stream_writable.js:450:17
    350   45.6%        LazyCompile: *_deflate.flush /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:435:44
    350  100.0%          LazyCompile: *onwrite _stream_writable.js:450:17
    758   45.7%      LazyCompile: ~sendFrame /home/john/Projects/Torn.Space/node_modules/ws/lib/sender.js:399:12
    245   32.3%        LazyCompile: *_deflate.flush /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:435:44
    245  100.0%          LazyCompile: *onwrite _stream_writable.js:450:17
    228   30.1%        LazyCompile: *onwrite _stream_writable.js:450:17
    160   21.1%        LazyCompile: *WebSocket.send /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:89:37
     93   58.1%          LazyCompile: *Socket.emit /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:140:33
     48   51.6%            LazyCompile: ~send /home/john/Projects/Torn.Space/app.js:2410:14
     29   31.2%            LazyCompile: *processTicksAndRejections internal/process/task_queues.js:59:35
      9    9.7%            LazyCompile: *Vortex.self.move /home/john/Projects/Torn.Space/app.js:2219:22
      7    7.5%            LazyCompile: *Bullet.self.tick /home/john/Projects/Torn.Space/app.js:1676:22
     67   41.9%          LazyCompile: *onEnd /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:117:18
     61   91.0%            LazyCompile: ~afterWrite _stream_writable.js:481:20
      6    9.0%            LazyCompile: *Player.self.tick /home/john/Projects/Torn.Space/app.js:308:22
     99   13.1%        LazyCompile: *send /home/john/Projects/Torn.Space/node_modules/ws/lib/websocket.js:315:7
     37   37.4%          LazyCompile: *WebSocket.send /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:89:37
     19   51.4%            LazyCompile: ~onEnd /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:117:18
     18   48.6%            LazyCompile: *Socket.emit /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:140:33
     21   21.2%          LazyCompile: ~onEnd /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:117:18
     21  100.0%            LazyCompile: ~afterWrite _stream_writable.js:481:20
     18   18.2%          LazyCompile: *Socket.sendPacket /home/john/Projects/Torn.Space/node_modules/engine.io/lib/socket.js:380:40
      9   50.0%            LazyCompile: ~Socket.send.Socket.write /home/john/Projects/Torn.Space/node_modules/engine.io/lib/socket.js:366:35
      9   50.0%            LazyCompile: *updateHeatmap /home/john/Projects/Torn.Space/app.js:3630:23
     16   16.2%          LazyCompile: ~Socket.send.Socket.write /home/john/Projects/Torn.Space/node_modules/engine.io/lib/socket.js:366:35
     16  100.0%            LazyCompile: ~writeToEngine /home/john/Projects/Torn.Space/node_modules/socket.io/lib/client.js:167:25
      6    6.1%          LazyCompile: *Socket.emit /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:140:33
      3   50.0%            LazyCompile: *processTicksAndRejections internal/process/task_queues.js:59:35
      2   33.3%            LazyCompile: *Vortex.self.move /home/john/Projects/Torn.Space/app.js:2219:22
      1   16.7%            LazyCompile: ~send /home/john/Projects/Torn.Space/app.js:2410:14
      1    1.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      1  100.0%            LazyCompile: ~onEnd /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:117:18
     21    2.8%        LazyCompile: *Socket.sendPacket /home/john/Projects/Torn.Space/node_modules/engine.io/lib/socket.js:380:40
     14   66.7%          LazyCompile: *updateHeatmap /home/john/Projects/Torn.Space/app.js:3630:23
      6   28.6%          LazyCompile: ~Socket.send.Socket.write /home/john/Projects/Torn.Space/node_modules/engine.io/lib/socket.js:366:35
      6  100.0%            LazyCompile: ~writeToEngine /home/john/Projects/Torn.Space/node_modules/socket.io/lib/client.js:167:25
      1    4.8%          LazyCompile: *onwrite _stream_writable.js:450:17
    133    8.0%      LazyCompile: *sendFrame /home/john/Projects/Torn.Space/node_modules/ws/lib/sender.js:399:12
     88   66.2%        LazyCompile: *send /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:97:17
     88  100.0%          LazyCompile: *WebSocket.send /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:89:37
     35   39.8%            LazyCompile: *send /home/john/Projects/Torn.Space/app.js:2410:14
     26   29.5%            LazyCompile: *onEnd /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:117:18
     15   17.0%            LazyCompile: *Socket.emit /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:140:33
     11   12.5%            LazyCompile: *updateHeatmap /home/john/Projects/Torn.Space/app.js:3630:23
      1    1.1%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     44   33.1%        LazyCompile: *_deflate.flush /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:435:44
     44  100.0%          LazyCompile: *onwrite _stream_writable.js:450:17
    378   14.8%    LazyCompile: *writeGeneric internal/stream_base_commons.js:121:22
    171   45.2%      LazyCompile: ~Socket._writeGeneric net.js:698:42
    171  100.0%        LazyCompile: ~Socket._write net.js:735:35
    167   97.7%          LazyCompile: *Writable.write _stream_writable.js:273:36
    167  100.0%            LazyCompile: ~sendFrame /home/john/Projects/Torn.Space/node_modules/ws/lib/sender.js:399:12
      4    2.3%          LazyCompile: ~doWrite _stream_writable.js:405:17
      4  100.0%            LazyCompile: ~writeOrBuffer _stream_writable.js:365:23
    109   28.8%      LazyCompile: *sendFrame /home/john/Projects/Torn.Space/node_modules/ws/lib/sender.js:399:12
     89   81.7%        LazyCompile: *_deflate.flush /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:435:44
     89  100.0%          LazyCompile: *onwrite _stream_writable.js:450:17
     20   18.3%        LazyCompile: *send /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:97:17
     20  100.0%          LazyCompile: *WebSocket.send /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:89:37
      7   35.0%            LazyCompile: *Socket.emit /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:140:33
      6   30.0%            LazyCompile: *send /home/john/Projects/Torn.Space/app.js:2410:14
      4   20.0%            LazyCompile: *updateHeatmap /home/john/Projects/Torn.Space/app.js:3630:23
      2   10.0%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      1    5.0%            LazyCompile: *onEnd /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:117:18
     98   25.9%      LazyCompile: ~sendFrame /home/john/Projects/Torn.Space/node_modules/ws/lib/sender.js:399:12
     64   65.3%        LazyCompile: *onwrite _stream_writable.js:450:17
     18   18.4%        LazyCompile: *send /home/john/Projects/Torn.Space/node_modules/ws/lib/websocket.js:315:7
     15   83.3%          LazyCompile: *WebSocket.send /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:89:37
      7   46.7%            LazyCompile: *Socket.emit /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:140:33
      3   20.0%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      2   13.3%            LazyCompile: *updateHeatmap /home/john/Projects/Torn.Space/app.js:3630:23
      2   13.3%            LazyCompile: *send /home/john/Projects/Torn.Space/app.js:2410:14
      1    6.7%            LazyCompile: *Socket.packet /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:220:35
      2   11.1%          LazyCompile: *Socket.packet /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:220:35
      2  100.0%            LazyCompile: ~Socket.emit /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:140:33
      1    5.6%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      1  100.0%            LazyCompile: ~onEnd /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:117:18
     16   16.3%        LazyCompile: *_deflate.flush /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:435:44
     16  100.0%          LazyCompile: *onwrite _stream_writable.js:450:17
    250    9.8%    LazyCompile: *perMessageDeflate.compress /home/john/Projects/Torn.Space/node_modules/ws/lib/sender.js:349:51
     58   23.2%      LazyCompile: ~_compress /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:322:33
     58  100.0%        LazyCompile: *_deflate.flush /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:435:44
     58  100.0%          LazyCompile: *onwrite _stream_writable.js:450:17
     58  100.0%            LazyCompile: *afterTransform _stream_transform.js:78:24
    119    4.7%    LazyCompile: *Writable.write _stream_writable.js:273:36
    119  100.0%      LazyCompile: ~sendFrame /home/john/Projects/Torn.Space/node_modules/ws/lib/sender.js:399:12
     75   63.0%        LazyCompile: ~perMessageDeflate.compress /home/john/Projects/Torn.Space/node_modules/ws/lib/sender.js:349:51
     75  100.0%          LazyCompile: ~_compress /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:322:33
     75  100.0%            LazyCompile: *_deflate.flush /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:435:44
     35   29.4%        LazyCompile: *send /home/john/Projects/Torn.Space/node_modules/ws/lib/websocket.js:315:7
     35  100.0%          LazyCompile: ~send /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:97:17
     30   85.7%            LazyCompile: ~exports.encodePacket /home/john/Projects/Torn.Space/node_modules/engine.io-parser/lib/index.js:53:33
      3    8.6%            LazyCompile: *WebSocket.send /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:89:37
      2    5.7%            LazyCompile: *exports.encodePacket /home/john/Projects/Torn.Space/node_modules/engine.io-parser/lib/index.js:53:33
